,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
616,6600700030,20150506T000000,525000.0,3,2.25,1490,9414,2.0,0,0,3,7,1490,0,1981,0,98052,47.6844,-122.113,1290,10125
15996,2895600420,20150421T000000,384500.0,2,1.0,1130,5236,1.0,0,0,4,6,1130,0,1942,0,98146,47.5103,-122.386,1010,5320
13119,5127100210,20150325T000000,360000.0,6,2.0,2210,9870,2.0,0,0,4,7,2210,0,1969,1995,98059,47.4751,-122.145,1390,9912
13340,3905080870,20150206T000000,510000.0,3,2.5,1890,5929,2.0,0,0,3,8,1890,0,1993,0,98029,47.5697,-121.994,2060,5775
3069,8698100115,20150407T000000,255000.0,3,1.75,2190,6000,1.5,0,0,4,7,2190,0,1920,0,98002,47.3063,-122.223,1610,6000
18797,5468000180,20150305T000000,244950.0,4,2.5,1790,19177,1.0,0,0,4,7,1790,0,1966,0,98030,47.3617,-122.172,1760,11726
788,2329500260,20140709T000000,232500.0,3,1.5,1940,9887,1.0,0,0,4,7,1140,800,1969,0,98003,47.3289,-122.327,1410,9936
9148,3395300180,20140812T000000,534950.0,3,2.25,2130,12286,2.0,0,0,3,8,2130,0,1977,0,98052,47.6471,-122.114,2130,10158
7364,8647600020,20141111T000000,749950.0,4,2.5,3340,123600,2.0,0,0,3,10,3340,0,2005,0,98053,47.6101,-121.955,3730,123600
3503,5249802460,20141210T000000,500000.0,3,1.0,1800,7200,1.0,0,0,3,7,1020,780,1964,0,98118,47.5616,-122.275,1740,5475
21564,7168100015,20141009T000000,579950.0,5,2.75,3080,5752,2.0,0,0,3,9,3080,0,2014,0,98059,47.4922,-122.153,3000,4650
13868,1021049057,20141008T000000,207000.0,3,1.0,1980,18730,1.0,0,0,4,7,1280,700,1943,0,98001,47.3221,-122.282,1356,9450
351,2757000030,20140922T000000,855000.0,4,2.75,2270,10460,2.0,0,0,3,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180
11658,2824059128,20141009T000000,510000.0,3,2.0,1990,7405,1.0,0,0,5,7,1990,0,1971,0,98006,47.5421,-122.172,2120,6462
3633,425079100,20141231T000000,406500.0,3,2.75,1840,68479,1.0,0,2,3,8,1340,500,1989,0,98014,47.6802,-121.908,2060,61903
19761,889000024,20150316T000000,645000.0,3,2.25,1640,1023,3.0,0,0,3,8,1640,0,2014,0,98105,47.6636,-122.319,1720,1960
8121,9183700845,20141218T000000,175000.0,2,1.0,800,7150,1.0,0,0,3,5,800,0,1933,0,98030,47.3788,-122.224,1220,8019
18206,9471200065,20141015T000000,1855000.0,5,3.25,5570,9600,2.0,0,0,5,9,3860,1710,1952,0,98105,47.6708,-122.262,3170,10400
19956,2311400195,20150303T000000,1563100.0,5,3.5,3630,8100,2.0,0,0,3,10,3630,0,2008,0,98004,47.5951,-122.2,1730,8246
15691,267000130,20140603T000000,613000.0,5,2.5,2070,12000,1.0,0,0,4,7,1340,730,1967,0,98008,47.626,-122.104,2090,12000
5198,4100000050,20141030T000000,813000.0,3,1.75,2080,11866,1.0,0,0,3,8,2080,0,1960,0,98005,47.5872,-122.173,2240,10696
19094,379000051,20140826T000000,307700.0,5,2.25,1980,13132,1.0,0,0,4,7,1260,720,1962,0,98198,47.3984,-122.301,1880,11325
13717,6192400180,20141006T000000,775000.0,5,3.5,3290,5600,2.0,0,0,3,9,2670,620,2004,0,98052,47.7056,-122.119,3130,5600
18115,9550200650,20140506T000000,499000.0,2,1.75,1170,2400,1.0,0,0,4,7,740,430,1903,0,98103,47.6653,-122.333,1570,3919
20407,2895730540,20141210T000000,929000.0,5,3.25,4150,7100,2.0,0,0,3,10,4150,0,2013,0,98074,47.6026,-122.06,3560,7214
8079,2125079054,20150224T000000,522500.0,4,2.75,2200,122403,1.5,0,0,3,7,2200,0,1971,0,98014,47.6301,-121.911,1710,74487
14787,8078050040,20140908T000000,250000.0,3,2.0,1140,11161,1.0,0,0,4,7,1140,0,1998,0,98022,47.209,-122.012,1720,8587
12439,305000310,20150421T000000,630000.0,4,2.5,2540,8706,2.0,0,0,3,9,2540,0,1997,0,98075,47.5855,-122.031,2540,6239
11338,9264911550,20141022T000000,310000.0,3,3.25,3130,9302,2.0,0,0,3,8,2190,940,1987,0,98023,47.3078,-122.338,2350,7949
5178,6447300345,20150406T000000,1160000.0,4,3.0,2680,15438,2.0,0,2,3,8,2680,0,1902,1956,98039,47.6109,-122.226,4480,14406
4717,2025049006,20141112T000000,750000.0,7,2.75,3410,4056,1.5,0,0,4,8,2130,1280,1906,0,98102,47.6454,-122.316,2510,4056
19895,2579500181,20150407T000000,1330000.0,4,3.5,3440,9776,2.0,0,0,3,10,3440,0,2006,0,98040,47.5374,-122.216,2400,11000
18979,9346700150,20140702T000000,552000.0,3,2.5,1840,9900,1.0,0,0,3,9,1840,0,1978,0,98007,47.6131,-122.151,2730,9900
11580,3260701160,20150407T000000,286500.0,3,2.0,1840,8140,1.0,0,0,4,7,1040,800,1975,0,98003,47.3106,-122.325,1600,6720
16298,3999300080,20140904T000000,887000.0,6,2.25,3830,11180,1.0,0,2,5,9,2440,1390,1962,0,98008,47.5849,-122.113,2500,10400
14392,9211510410,20150407T000000,270000.0,3,1.75,1610,6205,1.0,0,0,4,7,1210,400,1979,0,98023,47.3004,-122.383,1780,8056
16339,6661200050,20140528T000000,175000.0,2,1.0,830,2699,1.0,0,0,3,7,830,0,1996,0,98038,47.3839,-122.038,1030,3574
8881,4178500300,20140916T000000,269000.0,3,2.5,1730,6653,1.0,0,0,4,7,1360,370,1990,0,98042,47.3588,-122.088,1730,7061
10761,9406500350,20141229T000000,207000.0,2,1.5,1068,1158,2.0,0,0,3,7,1068,0,1990,0,98028,47.753,-122.244,1078,1278
20820,2767604212,20141029T000000,452000.0,2,2.5,1260,1131,3.0,0,0,3,8,1260,0,2006,0,98107,47.6715,-122.384,1490,2500
13509,3432501395,20140924T000000,551000.0,4,2.75,2170,5988,2.0,0,0,3,8,2170,0,2014,0,98155,47.7484,-122.317,1170,8147
653,2324039036,20150403T000000,597500.0,3,2.0,2150,5400,1.5,0,0,4,7,1380,770,1911,0,98126,47.555,-122.379,1940,6500
4727,6646200090,20140819T000000,650000.0,4,3.5,3270,15704,2.0,0,0,3,9,2110,1160,1990,0,98074,47.6256,-122.042,3020,8582
18880,4345000090,20141105T000000,239000.0,3,2.5,1360,5754,2.0,0,0,3,7,1360,0,1994,0,98030,47.3645,-122.183,1360,7050
8086,2087700115,20141103T000000,650000.0,2,1.5,1900,4450,1.0,0,0,5,7,1500,400,1916,0,98144,47.5834,-122.293,2130,5000
12160,2547200160,20150212T000000,601500.0,3,1.75,1460,10128,1.0,0,0,3,8,1460,0,1968,2000,98033,47.6709,-122.167,2240,10154
3649,5451210100,20150423T000000,938000.0,4,2.5,2410,9886,1.0,0,0,5,8,1990,420,1975,0,98040,47.5351,-122.223,2530,10658
12670,3586501135,20140606T000000,680000.0,3,2.25,2270,23900,1.0,0,0,3,9,1820,450,1975,0,98177,47.7506,-122.372,2520,28300
14957,7853340660,20140806T000000,382000.0,2,2.5,1650,2710,2.0,0,2,3,8,1650,0,2008,0,98065,47.5173,-121.878,1760,2992
9465,4123800580,20140812T000000,352000.0,4,2.5,2470,6116,1.0,0,0,3,7,1420,1050,1985,0,98038,47.3792,-122.047,1670,7627
5413,9835800840,20150204T000000,215000.0,4,2.0,1470,7000,1.0,0,0,4,8,1470,0,1967,0,98032,47.3742,-122.289,1640,7000
18335,925049318,20140811T000000,475000.0,3,1.75,1550,4054,1.5,0,0,4,7,1550,0,1926,0,98115,47.6743,-122.301,1510,3889
5491,984000780,20140616T000000,304000.0,4,2.0,1810,8750,1.0,0,0,2,7,1110,700,1967,0,98058,47.4307,-122.17,1810,8750
2953,5214500690,20140904T000000,438000.0,4,2.5,1970,8545,2.0,0,0,3,8,1970,0,2004,0,98059,47.4893,-122.138,2590,7200
9650,8835200790,20150406T000000,280000.0,2,1.0,870,4025,1.0,0,0,3,7,870,0,1981,0,98034,47.7243,-122.161,1370,3488
1244,5309100140,20140624T000000,880000.0,4,2.5,3030,3841,3.0,0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922
1671,1785500132,20141118T000000,293000.0,3,1.0,1020,7650,1.0,0,0,3,7,1020,0,1940,0,98133,47.7198,-122.352,1440,7650
6964,3826000280,20150429T000000,272000.0,3,1.0,1130,8100,1.5,0,0,3,6,1130,0,1934,0,98168,47.4935,-122.306,1080,8100
6616,2787460430,20141028T000000,299950.0,2,1.75,1460,10506,1.0,0,0,3,7,1460,0,1983,0,98031,47.4048,-122.178,1460,8153
15534,922069169,20140529T000000,503000.0,3,2.0,2590,108900,2.0,0,0,3,8,1980,610,1988,0,98038,47.4088,-122.055,3170,108900
1161,7533800295,20140819T000000,1750000.0,4,3.25,3460,7749,2.0,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680
4440,3790700110,20141201T000000,225000.0,4,2.5,1700,6031,2.0,0,0,3,8,1700,0,1994,0,98030,47.3582,-122.191,1930,6035
764,2972300060,20141217T000000,405300.0,3,2.75,2390,7939,1.0,0,0,5,7,1610,780,1983,0,98056,47.4987,-122.166,1920,7939
3050,2826049165,20150226T000000,517000.0,4,1.0,1180,13500,1.5,0,0,3,7,1180,0,1950,0,98125,47.7165,-122.308,1580,8976
11591,629000510,20140730T000000,1185000.0,4,2.75,3020,8622,2.0,0,0,3,9,3020,0,1976,2003,98004,47.5866,-122.201,3060,14303
4938,8077200470,20140718T000000,590000.0,4,2.5,2290,11072,2.0,0,0,3,9,2290,0,1986,0,98074,47.6283,-122.03,2340,9774
8701,8092700230,20150211T000000,249950.0,3,1.75,1120,15210,1.0,0,0,5,7,1120,0,1976,0,98042,47.3659,-122.113,1710,8470
410,6700400140,20150318T000000,268000.0,3,2.5,1550,8134,2.0,0,0,3,7,1550,0,1991,0,98031,47.404,-122.191,1550,8134
7016,1446400670,20140731T000000,199950.0,3,1.5,1510,6600,1.0,0,0,3,6,1510,0,1938,0,98168,47.4821,-122.331,990,6600
5691,2025600280,20150406T000000,241400.0,3,2.0,1420,9828,1.0,0,0,4,7,1420,0,1990,0,98010,47.3287,-122.011,1550,7227
17356,2481610050,20141124T000000,905000.0,4,3.0,3370,47959,2.0,0,0,4,10,3370,0,1981,0,98072,47.733,-122.129,3370,38896
3807,8146300025,20140813T000000,772000.0,4,2.5,2500,8680,1.0,0,0,4,7,1250,1250,1958,0,98004,47.6073,-122.192,2140,8680
15859,871000170,20141202T000000,535000.0,2,2.0,1370,3827,1.0,0,0,3,7,1020,350,1952,0,98199,47.652,-122.404,1550,5102
779,1954700695,20140612T000000,2250000.0,5,4.25,4860,9453,1.5,0,1,5,10,3100,1760,1905,0,98112,47.6196,-122.286,3150,8557
19725,4083306045,20141029T000000,1375000.0,5,3.75,3330,5042,2.0,0,2,3,9,2470,860,2014,0,98103,47.6497,-122.339,1780,3990
999,8001400340,20140924T000000,289000.0,3,2.0,1850,9550,1.0,0,0,3,8,1850,0,1988,0,98001,47.3225,-122.273,2250,9550
8857,6163900032,20150109T000000,264950.0,2,1.0,770,7434,1.0,0,0,3,6,770,0,1947,0,98155,47.7606,-122.32,1060,7453
18170,6430500219,20140910T000000,415000.0,1,1.0,1230,3774,1.0,0,0,4,6,830,400,1924,0,98103,47.6886,-122.354,1300,3774
5206,2785000480,20150108T000000,768500.0,4,1.75,3620,10400,1.0,0,0,4,8,1820,1800,1965,0,98005,47.6069,-122.167,2410,10400
9302,2461900790,20150313T000000,560000.0,4,1.75,2120,6250,1.0,0,0,5,7,1060,1060,1917,0,98136,47.5506,-122.385,1410,6250
6677,2795000080,20140919T000000,535100.0,3,2.25,2070,7207,1.0,0,0,3,8,1720,350,1973,0,98177,47.7735,-122.371,2350,7980
772,226039214,20140612T000000,465250.0,5,2.0,1940,7642,1.5,0,0,3,7,1940,0,1957,0,98177,47.7751,-122.38,1940,8724
13134,5451220150,20141112T000000,980000.0,4,2.25,3010,9800,2.0,0,0,4,9,3010,0,1973,0,98040,47.5336,-122.223,2510,9800
3186,3521049048,20140811T000000,515000.0,3,2.5,3430,48993,2.0,0,0,3,9,3430,0,2001,0,98001,47.2609,-122.27,2460,36256
7259,6450300605,20150501T000000,410000.0,3,2.0,1750,2550,1.0,0,0,3,7,1750,0,1955,0,98133,47.7329,-122.343,1370,1533
11050,4039300810,20141117T000000,427000.0,3,1.0,1200,5252,1.0,0,0,3,7,1200,0,1962,0,98007,47.6075,-122.134,1800,7920
8396,424069096,20140731T000000,460000.0,3,1.75,1400,12155,1.0,0,0,4,7,1400,0,1977,0,98075,47.5926,-122.047,2540,23522
5195,624100950,20150311T000000,850000.0,3,2.25,3000,18450,1.0,0,0,3,10,3000,0,1983,0,98077,47.7274,-122.062,2980,12304
10095,7805600070,20141111T000000,200000.0,2,1.75,1320,13052,1.5,0,0,3,7,1320,0,1980,0,98014,47.712,-121.352,1320,13052
11093,3179100055,20141209T000000,1295000.0,5,3.5,3700,8504,2.0,0,0,3,8,2750,950,1950,2014,98105,47.669,-122.275,2370,6246
5391,1021079099,20141106T000000,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393
9672,7893207925,20141022T000000,265000.0,3,1.5,1290,7100,1.0,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183
6806,2868900020,20150408T000000,215000.0,3,1.0,1010,10125,1.0,0,0,4,7,1010,0,1972,0,98042,47.3423,-122.088,1230,10125
15118,3616600250,20140527T000000,1600000.0,3,3.25,3790,19000,2.0,0,4,3,10,3790,0,1985,0,98177,47.724,-122.373,2740,18628
13699,2923501020,20140929T000000,580000.0,4,2.25,2610,7700,1.0,0,0,3,8,1700,910,1977,0,98027,47.5659,-122.089,2260,8266
11197,5647000060,20141211T000000,344950.0,3,2.0,1330,7419,1.0,0,0,3,7,1330,0,1985,0,98034,47.7322,-122.236,1330,7297
7484,1623049174,20150402T000000,330000.0,4,3.0,1920,12040,1.0,0,0,3,7,1920,0,1962,0,98168,47.4805,-122.301,1530,10230
2592,8078460810,20141210T000000,620000.0,4,2.5,2580,7465,2.0,0,0,3,8,2580,0,1993,0,98074,47.6319,-122.022,2350,7596
3800,4235401055,20140514T000000,582500.0,2,1.5,1159,4800,1.0,0,0,3,7,1159,0,1948,0,98199,47.6592,-122.399,1640,4800
9419,5312100040,20150423T000000,400000.0,2,1.0,1010,3916,1.0,0,2,4,6,810,200,1918,0,98144,47.5728,-122.306,1580,3888
7053,5196420290,20150317T000000,940000.0,4,2.75,3270,9231,2.0,0,0,3,10,3270,0,1995,0,98052,47.6539,-122.121,3380,10154
19782,3278605570,20140619T000000,362500.0,3,2.5,1800,2700,2.0,0,0,3,8,1800,0,2011,0,98126,47.5458,-122.369,1380,1200
11864,2927600435,20150402T000000,573500.0,3,1.0,2200,21450,1.0,0,0,4,9,1600,600,1952,0,98166,47.4527,-122.372,1880,11250
14994,4222310010,20150420T000000,267950.0,4,1.0,1730,7350,1.5,0,0,4,6,1730,0,1970,0,98003,47.3467,-122.307,1440,7752
18831,3216000090,20140729T000000,785000.0,4,2.5,3230,21781,2.0,0,0,3,9,3230,0,1993,0,98053,47.6318,-122.01,3230,21780
9796,1774220070,20150507T000000,550000.0,4,2.25,2590,36256,2.0,0,0,3,8,2590,0,1978,0,98077,47.769,-122.094,2670,35657
9481,3630120880,20150227T000000,780000.0,3,3.5,3310,5558,2.0,0,0,3,9,3310,0,2005,0,98029,47.5553,-122.003,3310,5270
626,7548300731,20140808T000000,559950.0,3,2.5,1660,1458,3.0,0,0,3,9,1660,0,2014,0,98144,47.5876,-122.309,1660,1784
2126,4345000510,20141015T000000,180500.0,3,2.5,1800,8518,2.0,0,0,3,7,1800,0,1996,0,98030,47.3643,-122.185,1770,7570
16224,2123049502,20140623T000000,215000.0,3,2.0,1340,8505,1.0,0,0,3,6,1340,0,1931,0,98168,47.4727,-122.297,1370,9000
9575,405100165,20141119T000000,460000.0,2,1.5,1820,7800,1.0,0,0,4,7,1240,580,1956,0,98133,47.7513,-122.357,1400,7800
17209,3025300225,20141031T000000,1450000.0,5,2.75,3090,19865,1.0,0,0,4,9,3090,0,1953,0,98039,47.6232,-122.235,2970,19862
16705,546001060,20150427T000000,763000.0,4,1.75,1850,4388,2.0,0,0,5,8,1850,0,1941,0,98117,47.6885,-122.381,1410,4107
1626,5016003230,20150218T000000,169317.0,2,1.0,790,4000,1.0,0,2,3,7,790,0,1908,0,98112,47.6248,-122.301,1700,4200
15192,3625059109,20140508T000000,1051000.0,4,3.0,2920,33976,1.0,0,3,5,8,1460,1460,1964,0,98008,47.6164,-122.104,2970,15210
20237,642800130,20150513T000000,724500.0,3,3.25,3240,4185,2.0,0,0,3,8,2770,470,2011,0,98075,47.5794,-122.03,2660,4692
10220,8947250060,20150326T000000,292500.0,4,2.5,1610,4568,2.0,0,0,3,7,1610,0,2006,0,98001,47.3351,-122.289,1834,4604
5104,9289100170,20141031T000000,569950.0,5,2.75,2510,28185,1.0,0,0,4,7,1600,910,1963,0,98155,47.7719,-122.282,2910,14880
2809,2591760070,20140603T000000,503000.0,3,2.5,2190,4882,2.0,0,0,3,9,2190,0,1999,0,98155,47.7641,-122.306,2190,7055
16661,9543000896,20140825T000000,237000.0,3,1.5,1800,9216,1.0,0,0,4,7,1800,0,1950,0,98001,47.2739,-122.249,1400,10022
7029,1789900080,20140722T000000,209950.0,3,1.75,1570,15570,1.0,0,0,3,7,1570,0,1981,0,98023,47.3207,-122.362,2000,28200
14482,6909700205,20150406T000000,425000.0,2,1.0,1090,6000,1.0,0,0,3,7,1090,0,1922,0,98144,47.5886,-122.292,1960,5000
7615,1773100123,20141002T000000,285000.0,3,1.75,1100,1307,2.0,0,0,3,7,780,320,2008,0,98106,47.5601,-122.363,1170,4800
20228,5045700250,20141118T000000,565997.0,5,2.75,2730,5820,2.0,0,0,3,8,2730,0,2014,0,98059,47.4856,-122.154,2730,5700
13005,3491300180,20150427T000000,635000.0,3,1.75,1480,6985,1.5,0,0,4,7,1200,280,1926,0,98117,47.686,-122.374,1480,5588
17792,3814800300,20140811T000000,386000.0,4,2.5,2810,11897,2.0,0,0,3,8,2810,0,2003,0,98092,47.3251,-122.186,1770,4240
16677,3332500095,20141007T000000,399000.0,3,2.5,1800,3300,2.0,0,0,3,7,1690,110,2004,0,98118,47.5491,-122.276,1570,3902
18988,7399100210,20141126T000000,140000.0,3,1.5,1200,2002,2.0,0,0,3,8,1200,0,1966,0,98055,47.4659,-122.189,1270,1848
1061,7203220260,20140716T000000,1035480.0,5,3.25,4475,6642,2.0,0,0,3,9,4475,0,2014,0,98053,47.6849,-122.018,3720,6633
4216,2323059184,20141230T000000,305000.0,4,2.0,1800,13551,1.0,0,0,4,7,1800,0,1974,0,98059,47.4721,-122.128,1730,13551
7007,1761100190,20140724T000000,225000.0,3,2.25,1470,6808,1.0,0,0,3,7,1160,310,1984,0,98023,47.2884,-122.365,1570,7881
2469,7548300326,20150220T000000,290000.0,4,2.0,1660,4788,1.0,0,0,3,7,1660,0,1968,0,98144,47.5878,-122.312,1150,5000
16880,6403500290,20140502T000000,407500.0,3,2.5,1930,10460,2.0,0,0,3,8,1930,0,1996,0,98059,47.4938,-122.161,2290,8228
13099,3395800155,20140805T000000,250000.0,3,1.0,990,8100,1.0,0,0,3,6,990,0,1949,0,98146,47.4839,-122.341,1210,8100
15974,984000130,20141223T000000,325000.0,4,2.25,1920,11603,2.0,0,0,4,7,1920,0,1967,0,98058,47.4315,-122.169,1840,7350
9246,8121101380,20140813T000000,475000.0,3,1.0,1380,4635,1.0,0,0,4,6,1380,0,1919,0,98144,47.57,-122.285,1790,4635
7291,4058200630,20141002T000000,353000.0,3,1.75,2190,7021,1.0,0,2,4,7,1390,800,1953,0,98178,47.5033,-122.232,2180,7155
2327,4140090370,20150218T000000,446500.0,4,2.5,3060,7920,1.0,0,0,3,8,1810,1250,1974,0,98028,47.7675,-122.261,2690,7767
9212,4468400211,20150220T000000,205000.0,3,2.25,1250,952,3.0,0,0,3,8,1250,0,2008,0,98133,47.7098,-122.333,1250,1030
17321,6430000275,20140506T000000,485000.0,3,2.0,1420,4080,1.5,0,0,3,7,1420,0,1905,2013,98103,47.6872,-122.349,1420,4590
11103,7137950350,20150122T000000,289950.0,4,3.0,2040,5050,1.0,0,0,3,8,1490,550,1993,0,98092,47.3266,-122.175,2020,6118
10650,8564500240,20140527T000000,415000.0,5,1.5,1900,10226,1.0,0,0,3,7,1130,770,1961,0,98034,47.7226,-122.227,1690,10227
18467,1775900220,20140922T000000,300000.0,3,1.5,1320,15053,1.0,0,0,3,7,1320,0,1979,0,98072,47.7405,-122.095,1250,13368
11532,6071000030,20140722T000000,610000.0,5,2.75,2930,31411,1.0,0,0,4,9,1520,1410,1975,0,98006,47.5576,-122.186,3070,12378
20717,9352900200,20150407T000000,285000.0,3,2.5,1320,955,3.0,0,0,3,7,1320,0,2009,0,98106,47.5202,-122.357,1300,1003
21234,5276200020,20140805T000000,775000.0,5,2.5,2600,4284,2.0,0,0,3,9,2600,0,2014,0,98136,47.5409,-122.39,1620,5000
16294,3528900086,20140508T000000,1307000.0,5,3.25,2800,3200,1.5,0,0,5,10,1910,890,1932,2002,98109,47.6421,-122.35,2450,3500
9135,3649100676,20150219T000000,570000.0,4,2.5,2590,7910,2.0,0,0,3,9,2590,0,2003,0,98028,47.7378,-122.248,2110,11761
14297,7237500360,20141106T000000,1500000.0,4,4.25,5550,12968,2.0,0,0,3,11,5550,0,2005,0,98059,47.5305,-122.135,4750,13001
8805,1687000220,20141016T000000,285000.0,4,2.5,2434,4400,2.0,0,0,3,8,2434,0,2007,0,98001,47.2874,-122.283,2434,4400
17573,3432500210,20150326T000000,325000.0,2,1.0,1130,6908,1.5,0,0,3,6,1130,0,1945,0,98155,47.745,-122.313,1150,6908
12984,9320900610,20141231T000000,146000.0,3,1.0,900,4770,1.0,0,0,3,6,900,0,1969,2009,98023,47.3038,-122.362,900,3480
13686,7211400506,20140908T000000,265000.0,3,2.5,1410,2500,2.0,0,0,3,7,1410,0,2006,0,98146,47.5132,-122.358,1290,5190
16501,6145600780,20140911T000000,335000.0,2,1.0,1510,3844,1.0,0,0,4,7,1510,0,1923,1970,98133,47.7038,-122.348,1170,3844
4538,9368700031,20140509T000000,195000.0,2,1.0,720,18000,1.0,0,0,3,6,720,0,1950,0,98178,47.5054,-122.261,1250,7925
4681,1189000645,20141022T000000,650000.0,4,2.0,1930,3976,1.5,0,0,4,8,1930,0,1914,0,98122,47.6117,-122.297,1470,4080
6824,2013801350,20150220T000000,220000.0,3,1.75,1460,7226,1.0,0,0,3,7,1460,0,1993,0,98198,47.3839,-122.321,1760,7226
1102,3278604400,20140602T000000,285000.0,2,2.5,1380,1073,2.0,0,0,3,7,1140,240,2011,0,98126,47.5462,-122.369,1580,2036
19405,9202650040,20140926T000000,401000.0,3,1.0,1120,8321,1.0,0,0,4,6,1120,0,1941,1987,98027,47.5631,-122.091,1980,8671
6983,2869100080,20140606T000000,744000.0,3,2.5,2670,12187,2.0,0,0,3,8,2670,0,1986,0,98052,47.6677,-122.15,2400,8999
9063,4204400175,20150217T000000,439000.0,5,3.5,2880,10000,2.0,0,3,3,8,1980,900,1991,0,98055,47.4874,-122.223,2120,9535
8961,5104520150,20140520T000000,426000.0,4,2.5,2800,8494,2.0,0,0,3,8,2800,0,2004,0,98038,47.3521,-122.009,3740,8494
15569,2560801222,20141113T000000,309950.0,3,2.25,1990,6350,2.0,0,0,3,7,1990,0,1967,0,98198,47.3822,-122.316,1220,6250
6999,8069000216,20140722T000000,356200.0,3,2.0,1690,10062,1.0,0,2,5,7,940,750,1928,0,98178,47.5102,-122.241,2390,6650
9699,1934800138,20141204T000000,390000.0,2,1.5,1050,934,2.0,0,0,3,8,960,90,2007,0,98122,47.6029,-122.309,1470,1885
9446,42000065,20150305T000000,355000.0,2,1.0,1450,9150,1.0,0,0,4,7,1450,0,1965,0,98188,47.4689,-122.277,1440,10636
14021,7466900220,20141212T000000,170000.0,2,1.0,1300,11400,1.0,0,0,3,7,1300,0,1961,0,98003,47.3459,-122.299,1360,9750
14519,1233100366,20141215T000000,500000.0,3,1.5,1680,17409,1.0,0,0,3,7,1680,0,1962,0,98033,47.6766,-122.176,1680,9101
4648,1726069064,20150324T000000,380000.0,2,1.0,1140,75132,1.0,0,0,3,7,1140,0,1956,0,98077,47.7349,-122.074,2570,35200
9777,4047200135,20140811T000000,289275.0,3,2.0,2860,24046,1.0,0,0,3,9,1700,1160,1985,0,98019,47.7718,-121.904,1460,13648
15760,257000263,20141021T000000,182200.0,4,1.0,1130,13927,1.5,0,0,3,6,1130,0,1929,0,98168,47.4939,-122.3,1800,8274
19907,7853440140,20150409T000000,802945.0,5,3.5,4000,9234,2.0,0,0,3,9,4000,0,2015,0,98024,47.5265,-121.887,3690,6600
16308,5559200020,20150227T000000,248500.0,3,2.0,1240,12285,1.0,0,0,3,7,620,620,1939,1991,98023,47.3219,-122.341,1560,11564
9583,7504100110,20140530T000000,642000.0,3,2.5,2670,10082,1.0,0,0,3,10,2670,0,1987,0,98074,47.6359,-122.045,2740,10854
10000,7818900060,20140708T000000,458400.0,4,2.5,1910,10300,1.0,0,0,3,8,1910,0,1921,1968,98177,47.7581,-122.359,1910,7750
1314,2407900200,20150409T000000,530000.0,4,2.5,2950,4836,2.0,0,0,3,7,2950,0,2006,0,98059,47.479,-122.129,2120,4750
5407,7129300595,20150506T000000,158000.0,3,2.0,1090,6090,1.0,0,0,3,7,940,150,1940,0,98118,47.5118,-122.259,1840,6090
9590,3578600062,20140512T000000,270000.0,3,1.0,1830,8209,1.0,0,0,3,7,1830,0,1942,0,98028,47.7439,-122.228,2150,12000
6629,7338000950,20141021T000000,187000.0,3,1.5,1280,4452,2.0,0,0,3,6,1280,0,1985,0,98002,47.3344,-122.216,1070,4366
14203,6802210210,20150303T000000,273000.0,3,2.25,1230,11601,1.0,0,0,4,7,910,320,1992,0,98022,47.1955,-121.991,1820,8465
19027,5459500165,20140708T000000,623000.0,3,1.75,2050,16313,1.0,0,0,2,8,2050,0,1973,0,98040,47.5743,-122.212,3180,10264
17440,9238440130,20140630T000000,337000.0,4,2.5,2230,5970,2.0,0,0,4,7,2230,0,2002,0,98042,47.3745,-122.131,1970,4919
9262,8835400805,20140522T000000,657000.0,4,1.75,2740,8520,1.0,0,2,3,8,1370,1370,1954,0,98118,47.5445,-122.263,2740,9286
1348,217500135,20150421T000000,450000.0,4,2.25,2040,9565,1.0,0,0,3,8,1400,640,1959,0,98133,47.7356,-122.335,1890,8580
8309,1426049054,20140701T000000,450000.0,3,1.75,1400,13775,1.0,0,0,3,8,1400,0,1963,0,98028,47.7413,-122.259,2200,10450
12050,8122100160,20141023T000000,385000.0,3,0.75,1330,7020,1.0,0,0,5,7,1330,0,1924,0,98126,47.5377,-122.376,1410,5802
8546,424049043,20140811T000000,450000.0,9,7.5,4050,6504,2.0,0,0,3,7,4050,0,1996,0,98144,47.5923,-122.301,1448,3866
14413,7524950730,20150327T000000,653675.0,4,2.25,2280,7229,2.0,0,0,4,8,2280,0,1984,0,98027,47.5609,-122.081,2320,7735
9009,7939000090,20140929T000000,355000.0,4,1.75,2040,15000,1.0,0,0,4,7,1360,680,1967,0,98092,47.3107,-122.189,2310,15000
9340,2979800845,20140524T000000,501000.0,2,1.0,1010,4320,1.0,0,0,5,7,1010,0,1924,0,98115,47.6846,-122.317,1680,4320
